sample_ID,C_N,d13C_post,d13C_kilj,d13C,d15N,location,organism,month,tissue,year,fl,tl,wt,liver_wt,sex,gonad_wt,full_gut_wt,empty_gut_wt,stom_content,number_content,content_wt,notes...14,,
LK1-O24-MUSS-7,5.730588359,-28.75671753,-28.76955852,-31.11,1.2,lake,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MUSS-8,4.840992325,-28.1174176,-27.81117518,-29.59,1.88,lake,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-O24-MUSS-9,4.909459839,-28.28963476,-28.00706867,-29.83,2.02,lake,mussel,october,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-M24-MUSS-1,5.099502286,-33.4204,-32.06020024,-31.13,1.04,lake,mussel,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-M24-MUSS-2,5.863419344,-33.3495,-31.97122222,-30.97,0.95,lake,mussel,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-M24-MUSS-4,5.819670119,-32.7804,-31.42020024,-30.49,1.04,lake,mussel,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-M24-MUSS-5,5.299806274,-31.8869,-30.66751426,-30.24,1.69,lake,mussel,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-M24-MUSS-6,4.771693843,-32.0565,-30.82793864,-30.37,1.65,lake,mussel,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-M24-MUSS-7,5.172183518,-31.6077,-30.40686227,-30.04,1.77,lake,mussel,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK9-M24-MUSS-8,4.700967288,-30.9016,-29.79488972,-29.72,2.16,lake,mussel,may,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
21-OP-MUS-01,4.55,-25.47,-24.2855,-23.88032055,2.2,lake,mussel,august,,2021,RWW,,,,,,,,,,,,,
21-OP-MUS-02,4.19,-28.84,-28.0119,-27.48817464,0.21,lake,mussel,august,,2021,RWW,,,,,,,,,,,,,
21-OP-MUS-03,4.75,-29.2,-27.8175,-27.48002524,0.65,lake,mussel,august,,2021,RWW,,,,,,,,,,,,,
21-OP-MUS-04,3.98,-28.51,-27.8898,-27.29893424,1.45,lake,mussel,august,,2021,RWW,,,,,,,,,,,,,
21-OP-MUS-05,4.63,-29.03,-27.7663,-27.38804595,0.63,lake,mussel,august,,2021,RWW,,,,,,,,,,,,,
21-OP-MUS-06,4.3,-29.1,-28.163,-27.67503864,1.23,lake,mussel,august,,2021,RWW,,,,,,,,,,,,,
21-OP-MUS-07,4.55,-28.99,-27.8055,-27.40032055,0.57,lake,mussel,august,,2021,RW,,,,,,,,,,,,,
21-OP-MUS-08,4.32,-26.53,-25.5732,-25.09178477,-0.18,lake,mussel,august,,2021,RW,,,,,,,,,,,,,
21-OP-MUS-09,4.36,-26.37,-25.3736,-24.9053171,-0.6,lake,mussel,august,,2021,RW,,,,,,,,,,,,,
21-OP-MUS-10,4.57,-26.02,-24.8157,-24.41723226,-0.12,lake,mussel,august,,2021,RW,,,,,,,,,,,,,
21-OP-MUS-11,4.07,-26.38,-25.6707,-25.10842501,-0.24,lake,mussel,august,,2021,RW,,,,,,,,,,,,,
21-OP-MUS-12,4.15,-26.22,-25.4315,-24.89487057,-0.25,lake,mussel,august,,2021,RW,,,,,,,,,,,,,
21-OP-MUS-13,3.84,-26.2,-25.7184,-25.08361226,0.45,lake,mussel,august,,2021,RW,,,,,,,,,,,,,
21-OP-MUS-14,3.84,-25.7,-25.2184,-24.58361226,1.02,lake,mussel,august,,2021,INFLOW,,,,,,,,,,,,,
21-OP-MUS-15,4.91,-29.82,-28.2791,-27.9967213,0.37,lake,mussel,august,,2021,INFLOW,,,,,,,,,,,,,
21-OP-MUS-16,5.54,-30.56,-28.3954,-28.33782269,0.88,lake,mussel,august,,2021,INFLOW,,,,,,,,,,,,,
21-OP-MUS-17,3.99,-29.32,-28.6899,-28.10219731,0.51,lake,mussel,august,,2021,INFLOW,,,,,,,,,,,,,
21-OP-MUS-18,4.52,-29.71,-28.5552,-28.13997763,1.15,lake,mussel,august,,2021,INFLOW,,,,,,,,,,,,,
21-OP-MUS-19,4.15,-29.1,-28.3115,-27.77487057,0.03,lake,mussel,august,,2021,INFLOW,,,,,,,,,,,,,
21-OP-MUS-20,4.48,-29.24,-28.1248,-27.69623313,0.58,lake,mussel,august,,2021,INFLOW,,,,,,,,,,,,,
21-OP-MUS-21,4.6,-29.34,-28.106,-27.71762439,0.28,lake,mussel,august,,2021,INFLOW,,,,,,,,,,,,,
21-OP-MUS-22,4.18,-28.63,-27.8118,-27.28484356,0.17,lake,mussel,august,,2021,INFLOW,,,,,,,,,,,,,
21-OP-MUS-23,3.96,-30.62,-30.0196,-29.42241837,1.71,lake,mussel,august,,2021,INFLOW,,,,,,,,,,,,,
21-OP-MUS-24,4.12,-30.65,-29.8912,-29.34492804,2.04,lake,mussel,august,,2021,INFLOW,,,,,,,,,,,,,
21-OP-MUS-25,4.1,-30.76,-30.021,-29.46831663,1.56,lake,mussel,august,,2021,INFLOW,,,,,,,,,,,,,
21-OP-MUS-26,4.18,-30.9,-30.0818,-29.55484356,1.08,lake,mussel,august,,2021,INFLOW,,,,,,,,,,,,,
21-OP-MUS-27,4.08,-30.91,-30.1908,-29.63171881,1.3,lake,mussel,august,,2021,INFLOW,,,,,,,,,,,,,
21-OP-MUS-28,4.1,-30.29,-29.551,-28.99831663,3.11,lake,mussel,august,,2021,RW,,,,,,,,,,,,,
21-OP-MUS-29,3.97,-28.56,-27.9497,-27.35567459,0.13,lake,mussel,august,,2021,RW,,,,,,,,,,,,,
21-OP-MUS-30,4.22,-28.61,-27.7522,-27.23818812,0.19,lake,mussel,august,,2021,RW,,,,,,,,,,,,,
21-OP-MUS-31,3.8,-28.41,-27.968,-27.32078753,0.45,lake,mussel,august,,2021,RW,,,,,,,,,,,,,
21-OP-MUS-32,3.79,-28.19,-27.7579,-27.10759003,0.15,lake,mussel,august,,2021,RW,,,,,,,,,,,,,
21-OP-MUS-33,3.86,-27.96,-27.4586,-26.83004542,0.19,lake,mussel,august,,2021,RW,,,,,,,,,,,,,
21-OP-MUS-34,3.88,-27.98,-27.4588,-26.83649242,0.25,lake,mussel,august,,2021,RWW,,,,,,,,,,,,,
21-OP-MUS-35,3.94,-28.3,-27.7194,-27.11591623,0.78,lake,mussel,august,,2021,RWW,,,,,,,,,,,,,
21-OP-MUS-36,4.24,-28.5,-27.6224,-27.11488061,0.29,lake,mussel,august,,2021,RWW,,,,,,,,,,,,,
21-OP-MUS-37,4.55,-28.25,-27.0655,-26.66032055,1.21,lake,mussel,august,,2021,RWW,,,,,,,,,,,,,
21-OP-MUS-38,4.35,-28.59,-27.6035,-27.13192901,0.28,lake,mussel,august,,2021,RWW,,,,,,,,,,,,,
21-OP-MUS-39,4.2,-28.06,-27.222,-26.7015091,0.47,lake,mussel,august,,2021,RWW,,,,,,,,,,,,,
21-OP-MUS-40,5.31,-28.92,-26.9831,-26.84201931,0.4,lake,mussel,august,,2021,RWW,,,,,,,,,,,,,
21-OP-MUS-41,4.39,-27.9,-26.8739,-26.41550132,0.33,lake,mussel,august,,2021,RWW,,,,,,,,,,,,,
A22-OP-MUS-68,4.19,-28.32,-27.4919,-26.96817464,0.65,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-69,5.41,-28.33,-26.2941,-26.18912512,-0.11,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-70,3.97,-28.5,-27.8897,-27.29567459,0.54,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-71,3.92,-27.4,-26.8392,-26.22942785,0.7,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-72,3.68,-27.32,-26.9968,-26.31264763,1.12,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-73,3.72,-27.76,-27.3972,-26.72530504,0.73,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-74,3.61,-27.61,-27.3561,-26.6506323,0.36,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-75,4.09,-28.04,-27.3109,-26.75501602,0.06,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-76,3.69,-26.26,-25.9269,-25.24580673,0.49,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-77,4.48,-26.61,-25.4948,-25.06623313,-0.44,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-78,3.87,-26.02,-25.5087,-24.88326719,0.81,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-79,3.93,-26.67,-26.0993,-25.49267032,0.31,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-80,4.3,-26.71,-25.773,-25.28503864,-0.68,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
M22-OP-MUS-25,5.33,-28.85,-26.8933,-26.75941573,0.13,lake,mussel,may,,2022,RWW,,,,,,,,,,,,,
M22-OP-MUS-22,3.69,-30.9,-30.5669,-29.88580673,2.27,lake,mussel,may,,2022,INFLOW,,,,,,,,,,,,,
M22-OP-MUS-23,3.57,-30.56,-30.3457,-29.62812962,2.5,lake,mussel,may,,2022,INFLOW,,,,,,,,,,,,,
M22-OP-MUS-26,4.23,-28.44,-27.5723,-27.06153268,0.81,lake,mussel,may,,2022,RWW,,,,,,,,,,,,,
M22-OP-MUS-27,3.86,-28.47,-27.9686,-27.34004542,1.38,lake,mussel,may,,2022,RWW,,,,,,,,,,,,,
M22-OP-MUS-28,4.62,-28.67,-27.4162,-27.03456883,0.84,lake,mussel,may,,2022,RWW,,,,,,,,,,,,,
M22-OP-MUS-29,3.62,-27.96,-27.6962,-26.99376679,1.81,lake,mussel,may,,2022,RWW,,,,,,,,,,,,,
M22-OP-MUS-31,3.83,-28.64,-28.1683,-27.53040087,0.27,lake,mussel,may,,2022,RW,,,,,,,,,,,,,
M22-OP-MUS-32,4.4,-28.81,-27.774,-27.31890271,0.92,lake,mussel,may,,2022,RW,,,,,,,,,,,,,
M22-OP-MUS-33,3.8,-28.4,-27.958,-27.31078753,1,lake,mussel,may,,2022,RW,,,,,,,,,,,,,
M22-OP-MUS-34,3.86,-28.53,-28.0286,-27.40004542,1.35,lake,mussel,may,,2022,RW,,,,,,,,,,,,,
M22-OP-MUS-35,4.72,-29.18,-27.8272,-27.4794866,0.07,lake,mussel,may,,2022,RW,,,,,,,,,,,,,
M22-OP-MUS-38,5.82,-28.06,-25.6182,-25.6644541,0.2,lake,mussel,may,,2022,RW,,,,,,,,,,,,,
M22-OP-MUS-10,3.87,-28.69,-28.1787,-27.55326719,1.02,lake,mussel,may,,2022,RWW,,,,,,,,,,,,,
M22-OP-MUS-19,3.62,-31.05,-30.7862,-30.08376679,1.62,lake,mussel,may,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-82,3.97,-29.51,-28.8997,-28.30567459,1.3,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-83,4.26,-29.86,-28.9626,-28.46158653,0.2,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-84,4.93,-30.27,-28.7093,-28.43386603,0.77,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-85,4.34,-29.7,-28.7234,-28.24854426,0.89,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-86,4.83,-30.07,-28.6083,-28.2982704,1.14,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-92,4.7,-28.5,-27.167,-26.81247704,0.84,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-88,4.12,-26.49,-25.7312,-25.18492804,1.46,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-89,7.28,-27.91,-24.0228,-24.64736751,-0.2,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-90,4.09,-26.12,-25.3909,-24.83501602,0.69,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-91,5.13,-26.83,-25.0713,-24.86601213,0.2,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-130,3.85,-25.67,-25.1785,-24.54682711,0.22,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-131,4.22,-25.83,-24.9722,-24.45818812,0.31,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-132,5.36,-26.3,-24.3136,-24.19053358,-0.74,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-133,4.29,-26.21,-25.2829,-24.79167059,0.56,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-134,4.15,-26.06,-25.2715,-24.73487057,-0.55,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-142,4.12,-28.89,-28.1312,-27.58492804,0.23,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-143,5.31,-29.7,-27.7631,-27.62201931,-1.02,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-144,4.11,-29.1,-28.3511,-27.80162064,-0.34,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-145,4.78,-29.61,-28.1978,-27.87059299,0.51,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-146,4.07,-29.14,-28.4307,-27.86842501,0.82,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-165,3.96,-30.31,-29.7096,-29.11241837,1.35,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-166,4.28,-31.28,-30.3628,-29.86830588,0.28,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-167,4.03,-30.39,-29.7203,-29.14528384,1.44,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-168,4.03,-30.73,-30.0603,-29.48528384,1,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-169,3.78,-30.73,-30.3078,-29.654396,1.19,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-170,3.79,-30.22,-29.7879,-29.13759003,1.75,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-171,4.05,-30.81,-30.1205,-29.55184761,1.57,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-172,4.27,-31.27,-30.3627,-29.86494453,1.16,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-173,4.09,-30.9,-30.1709,-29.61501602,1.28,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-174,3.79,-30.45,-30.0179,-29.36759003,1.74,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-175,4.19,-28.87,-28.0419,-27.51817464,0.22,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-176,3.92,-28.69,-28.1292,-27.51942785,0.7,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-177,4.05,-28.94,-28.2505,-27.68184761,0.32,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-178,4.48,-28.93,-27.8148,-27.38623313,0.4,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-179,4.18,-28.72,-27.9018,-27.37484356,0.43,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-180,4.07,-27.93,-27.2207,-26.65842501,0.15,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-181,3.79,-27.49,-27.0579,-26.40759003,0.28,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-182,3.82,-28.08,-27.6182,-26.97719295,0.87,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-183,3.83,-27.83,-27.3583,-26.72040087,0.15,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-184,3.64,-27.7,-27.4164,-26.72004634,0.55,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-185,3.58,-25.52,-25.2958,-24.58124999,0.52,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-186,3.97,-25.6,-24.9897,-24.39567459,-0.08,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-187,3.8,-25.61,-25.168,-24.52078753,0.47,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-188,4.05,-26.17,-25.4805,-24.91184761,-0.55,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-189,3.72,-25.98,-25.6172,-24.94530504,0.18,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-190,3.81,-31.5,-31.0481,-30.4039885,1.73,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-191,3.78,-31.32,-30.8978,-30.244396,2.05,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-192,4.01,-31.2,-30.5501,-29.96873374,2.32,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-193,3.87,-31.48,-30.9687,-30.34326719,1.84,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-194,3.95,-32.12,-31.5295,-30.92916558,1.39,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-16,3.65,-26.37,-26.0765,-25.38319139,1.43,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-17,3.7,-25.86,-25.517,-24.83896933,1.28,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-18,3.77,-26.43,-26.0177,-25.36120546,1.12,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-19,3.79,-26.46,-26.0279,-25.37759003,1.42,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-20,3.78,-25.98,-25.5578,-24.904396,1.24,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-21,4.48,-26.31,-25.1948,-24.76623313,0.44,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-22,3.81,-26.04,-25.5881,-24.9439885,-0.44,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-23,4,-26.15,-25.51,-24.92546381,0.63,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-24,4.2,-26.52,-25.682,-25.1615091,-0.03,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-25,4.34,-26.26,-25.2834,-24.80854426,-0.28,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-55,3.6,-28.47,-28.226,-27.51750133,1.16,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-56,4.13,-28.98,-28.2113,-27.66823883,1.44,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-57,3.96,-28.53,-27.9296,-27.33241837,1.44,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-58,4.88,-29.4,-27.8888,-27.59602818,0.35,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-59,3.73,-28.44,-28.0673,-27.39847814,0.67,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-60,4.09,-26.92,-26.1909,-25.63501602,-0.14,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-61,3.68,-25.75,-25.4268,-24.74264763,0.98,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-62,3.87,-26.12,-25.6087,-24.98326719,1.15,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-63,3.99,-26.48,-25.8499,-25.26219731,0.57,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-64,3.88,-26.68,-26.1588,-25.53649242,-0.29,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-66,3.86,-28.26,-27.7586,-27.13004542,1.3,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-67,3.87,-28.58,-28.0687,-27.44326719,0.99,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-01,4.59,-28.86,-27.6359,-27.24415707,0.78,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-02,4.5,-28.64,-27.505,-27.08309879,1.01,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-03,4.56,-29.08,-27.8856,-27.48377476,0.28,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-04,4.36,-29.16,-28.1636,-27.6953171,0.16,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-05,4.04,-28.59,-27.9104,-27.33856402,0.22,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-27,4.38,-28.69,-27.6738,-27.21210325,0.55,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-28,3.98,-28.17,-27.5498,-26.95893424,1.3,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-29,4.65,-29.09,-27.8065,-27.43500998,0.47,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-30,4.53,-29.35,-28.1853,-27.77342198,1.03,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-31,4.22,-28.85,-27.9922,-27.47818812,1.55,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-09,3.89,-28.24,-27.7089,-27.0897211,0.5,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-10,4.5,-28.61,-27.475,-27.05309879,0.76,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-11,3.82,-28.38,-27.9182,-27.27719295,0.73,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-12,4.2,-28.46,-27.622,-27.1015091,0.09,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-13,4.92,-28.31,-26.7592,-26.48029207,-0.07,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-37,3.93,-27.61,-27.0393,-26.43267032,1.12,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-38,4.01,-28.52,-27.8701,-27.28873374,1.5,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-39,4.5,-28.49,-27.355,-26.93309879,0.98,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-40,3.92,-28.24,-27.6792,-27.06942785,1.29,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-41,3.87,-28.14,-27.6287,-27.00326719,1.18,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-32,3.75,-27.79,-27.3975,-26.73483482,1.25,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-33,4.44,-28.36,-27.2844,-26.84254144,0.86,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-34,3.98,-28.64,-28.0198,-27.42893424,0.57,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-35,4.1,-28.13,-27.391,-26.83831663,0.48,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-36,4.17,-28.29,-27.4817,-26.95151585,0.86,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-45,4.06,-28.53,-27.8306,-27.2651346,1.4,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-46,3.75,-28.4,-28.0075,-27.34483482,0.71,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-48,4.05,-28.39,-27.7005,-27.13184761,0.96,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-47,3.82,-28.76,-28.2982,-27.65719295,0.67,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-49,3.76,-28.03,-27.6276,-26.9680184,0.94,lake,mussel,august,,2022,RW,,,,,,,,,,,,,
A22-OP-MUS-93,5.02,-28.18,-26.5302,-26.28617496,-0.44,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-94,4.73,-27.83,-26.4673,-26.12299624,0.05,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-95,4.69,-28.28,-26.9569,-26.59897712,-0.27,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-96,5.19,-28.42,-26.6019,-26.41790202,-0.06,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-118,4.15,-28.66,-27.8715,-27.33487057,1.29,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-119,5.71,-30.01,-27.6771,-27.68228113,0.69,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-120,4.02,-29.08,-28.4202,-27.84200708,1.31,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-121,3.78,-28.34,-27.9178,-27.264396,1.32,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-122,4.07,-29.07,-28.3607,-27.79842501,0.55,lake,mussel,august,,2022,RWW,,,,,,,,,,,,,
A22-OP-MUS-109,4.5,-29.65,-28.515,-28.09309879,0.95,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-110,4.14,-29.1,-28.3214,-27.781553,0.7,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-111,4.09,-28.88,-28.1509,-27.59501602,0.91,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-112,3.89,-28.97,-28.4389,-27.8197211,0.9,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-113,3.97,-29.09,-28.4797,-27.88567459,0.92,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-136,5.89,-31.03,-28.5189,-28.59147989,0.99,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-137,4.6,-30.6,-29.366,-28.97762439,1.26,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-138,5.69,-30.86,-28.5469,-28.54465239,1.69,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-139,4,-30.23,-29.59,-29.00546381,1.19,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
A22-OP-MUS-140,5.17,-30.47,-28.6717,-28.48059285,0.99,lake,mussel,august,,2022,INFLOW,,,,,,,,,,,,,
